0.00004, -0.37991, -0.37991, 0.00000, 0.00000, 0.00000, 0.00000
0.00093, -0.37991, -0.37991, 0.00000, 0.00000, 0.00000, 0.00000
0.00759, -0.37991, -0.37991, 0.00000, 0.00000, 0.00000, 0.00000
0.01427, -0.37991, -0.37991, 0.00000, 0.00000, 0.00000, 0.00000
0.02094, -0.37991, -0.37991, 0.00000, 0.00000, 0.00000, 0.00000
0.02761, -0.37991, -0.37991, 0.00000, 0.00000, 0.00000, 0.00000
0.03428, -0.37991, -0.37991, 0.00000, 0.00000, 0.00000, 0.00000
0.04095, -0.37991, -0.37991, 0.00000, 0.00000, 0.00000, 0.00000
0.04763, -0.37991, -0.37991, 0.00000, 0.00000, 0.00000, 0.00000
0.05430, -0.37991, -0.37991, 0.00000, 0.00000, 0.00000, 0.00000
0.06097, -0.37991, -0.37991, 0.00000, 0.00000, 0.00000, 0.00000
0.06764, -0.37991, -0.37991, 0.00000, 0.00000, 0.00000, 0.00000
0.07431, -0.37991, -0.37991, 0.00000, 0.00000, 0.00000, 0.00000
0.08099, -0.37991, -0.37991, 0.00000, 0.00000, 0.00000, 0.00000
0.08766, -0.37991, -0.37991, 0.00000, 0.00000, 0.00000, 0.00000
0.09433, -0.37991, -0.37991, 0.00000, 0.00000, 0.00000, 0.00000
0.10100, -0.37991, -0.37991, 0.00000, 0.00000, 0.00000, 0.00000
0.10767, -0.37991, -0.37991, 0.00000, 0.00000, 0.00000, 0.00000
0.11435, -0.37991, -0.37991, 0.00000, 0.00000, 0.00000, 0.00000
0.12102, -0.37991, -0.37991, 0.00000, 0.00000, 0.00000, 0.00000
0.12769, -0.37991, -0.37991, 0.00000, 0.00000, 0.00000, 0.00000
0.13436, -0.37991, -0.37991, 0.00000, 0.00000, 0.00000, 0.00000
0.14104, -0.37991, -0.37991, 0.00000, 0.00000, 0.00000, 0.00000
0.14771, -0.37991, -0.37991, 0.00000, 0.00000, 0.00000, 0.00000
0.15438, -0.37991, -0.37991, 0.00000, 0.00000, 0.00000, 0.00000
0.16105, -0.37991, -0.37991, 0.00000, 0.00000, 0.00000, 0.00000
0.16772, -0.37991, -0.37991, 0.00000, 0.00000, 0.00000, 0.00000
0.17439, -0.37991, -0.37991, 0.00000, 0.00000, 0.00000, 0.00000
0.18107, -0.37991, -0.37991, 0.00000, 0.00000, 0.00000, 0.00000
0.18774, -0.37991, -0.37991, 0.00000, 0.00000, 0.00000, 0.00000
0.19441, -0.37991, -0.37991, 0.00000, 0.00000, 0.00000, 0.00000
0.20108, -0.37991, -0.37991, 0.00000, 0.00000, 0.00000, 0.00000
0.20775, -0.37991, -0.37991, 0.00000, 0.00000, 0.00000, 0.00000
0.21443, -0.37991, -0.37991, 0.00000, 0.00000, 0.00000, 0.00000
0.22110, -0.37991, -0.37991, 0.00000, 0.00000, 0.00000, 0.00000
0.22777, -0.37991, -0.37991, 0.00000, 0.00000, 0.00000, 0.00000
0.23444, -0.37991, -0.37991, 0.00000, 0.00000, 0.00000, 0.00000
0.24111, -0.37991, -0.37991, 0.00000, 0.00000, 0.00000, 0.00000
0.24779, -0.37991, -0.37991, 0.00000, 0.00000, 0.00000, 0.00000
0.25446, -0.37991, -0.37991, 0.00000, 0.00000, 0.00000, 0.00000
0.26113, -0.37991, -0.37991, 0.00000, 0.00000, 0.00000, 0.00000
0.26780, -0.37991, -0.37991, 0.00000, 0.00000, 0.00000, 0.00000
0.27447, -0.37991, -0.37991, 0.00000, 0.00000, 0.00000, 0.00000
0.28115, -0.37991, -0.37991, 0.00000, 0.00000, 0.00000, 0.00000
0.28782, -0.37991, -0.37991, 0.00000, 0.00000, 0.00000, 0.00000
0.29449, -0.37991, -0.37991, 0.00000, 0.00000, 0.00000, 0.00000
0.30116, -0.37991, -0.37991, 0.00000, 0.00000, 0.00000, 0.00000
0.30783, -0.37991, -0.37991, 0.00000, 0.00000, 0.00000, 0.00000
0.31451, -0.37991, -0.37991, 0.00000, 0.00000, 0.00000, 0.00000
0.32118, -0.37991, -0.37991, 0.00000, 0.00000, 0.00000, 0.00000
